Starting data collection at: 1521612002117
Connecting to database...
Connected
Spotify access token retrieved
Selected 146233 IDs from artist_info table
1521612003899: 146233 artists left
1521612004902: 146183 artists left
1521612005903: 146133 artists left
1521612006906: 146083 artists left
1521612007910: 146033 artists left
1521612008913: 145983 artists left
1521612009919: 145933 artists left
1521612010920: 145883 artists left
1521612011921: 145833 artists left
1521612012925: 145783 artists left
1521612013927: 145733 artists left
1521612014929: 145683 artists left
1521612015931: 145633 artists left
1521612016934: 145583 artists left
1521612017936: 145533 artists left
1521612018937: 145483 artists left
1521612019938: 145433 artists left
1521612020940: 145383 artists left
1521612021942: 145333 artists left
1521612022945: 145283 artists left
1521612023947: 145233 artists left
1521612024948: 145183 artists left
1521612025951: 145133 artists left
1521612026952: 145083 artists left
1521612027956: 145033 artists left
1521612028957: 144983 artists left
1521612029960: 144933 artists left
1521612030962: 144883 artists left
1521612031963: 144833 artists left
1521612032965: 144783 artists left
1521612033967: 144733 artists left
1521612034968: 144683 artists left
1521612035970: 144633 artists left
1521612036971: 144583 artists left
1521612037975: 144533 artists left
1521612038976: 144483 artists left
1521612039978: 144433 artists left
1521612040980: 144383 artists left
1521612041981: 144333 artists left
1521612042984: 144283 artists left
1521612043986: 144233 artists left
1521612044989: 144183 artists left
1521612045990: 144133 artists left
1521612046993: 144083 artists left
1521612047997: 144033 artists left
1521612048998: 143983 artists left
1521612050008: 143933 artists left
1521612051009: 143883 artists left
1521612052012: 143833 artists left
1521612053014: 143783 artists left
1521612054015: 143733 artists left
1521612055017: 143683 artists left
1521612056019: 143633 artists left
1521612057020: 143583 artists left
1521612058023: 143533 artists left
1521612059025: 143483 artists left
1521612060027: 143433 artists left
1521612061029: 143383 artists left
1521612062031: 143333 artists left
1521612063034: 143283 artists left
1521612064036: 143233 artists left
1521612065038: 143183 artists left
1521612066039: 143133 artists left
1521612067040: 143083 artists left
1521612068044: 143033 artists left
1521612069046: 142983 artists left
1521612070048: 142933 artists left
1521612071050: 142883 artists left
1521612072051: 142833 artists left
1521612073054: 142783 artists left
1521612074056: 142733 artists left
1521612075058: 142683 artists left
1521612076059: 142633 artists left
1521612077061: 142583 artists left
1521612078064: 142533 artists left
1521612079065: 142483 artists left
1521612080068: 142433 artists left
1521612081069: 142383 artists left
1521612082070: 142333 artists left
1521612083074: 142283 artists left
1521612084075: 142233 artists left
1521612085077: 142183 artists left
1521612086079: 142133 artists left
1521612087081: 142083 artists left
1521612088086: 142033 artists left
1521612089088: 141983 artists left
1521612090089: 141933 artists left
1521612091091: 141883 artists left
1521612092092: 141833 artists left
1521612093095: 141783 artists left
1521612094097: 141733 artists left
1521612095099: 141683 artists left
1521612096101: 141633 artists left
1521612097102: 141583 artists left
1521612098108: 141533 artists left
1521612099110: 141483 artists left
1521612100111: 141433 artists left
1521612101115: 141383 artists left
1521612102117: 141333 artists left
1521612103120: 141283 artists left
1521612104122: 141233 artists left
1521612105124: 141183 artists left
1521612106125: 141133 artists left
