Starting data collection at: 1526882402717
Connecting to database...
Connected
Spotify access token retrieved
Selected 256774 IDs from artist_info table
1526882412597: 256774 artists left
1526882413599: 256724 artists left
1526882414601: 256674 artists left
1526882415603: 256624 artists left
1526882416608: 256574 artists left
1526882417609: 256524 artists left
1526882418618: 256474 artists left
1526882419620: 256424 artists left
1526882420622: 256374 artists left
1526882421624: 256324 artists left
1526882422625: 256274 artists left
1526882423627: 256224 artists left
1526882424629: 256174 artists left
1526882425630: 256124 artists left
1526882426633: 256074 artists left
1526882427635: 256024 artists left
1526882428637: 255974 artists left
1526882429638: 255924 artists left
1526882430640: 255874 artists left
1526882431643: 255824 artists left
1526882432646: 255774 artists left
1526882433648: 255724 artists left
1526882434650: 255674 artists left
1526882435651: 255624 artists left
1526882436654: 255574 artists left
1526882437657: 255524 artists left
1526882438658: 255474 artists left
1526882439660: 255424 artists left
1526882440662: 255374 artists left
1526882441665: 255324 artists left
1526882442668: 255274 artists left
1526882443669: 255224 artists left
1526882444672: 255174 artists left
1526882445673: 255124 artists left
1526882446676: 255074 artists left
1526882447678: 255024 artists left
1526882448680: 254974 artists left
1526882449681: 254924 artists left
1526882450682: 254874 artists left
1526882451685: 254824 artists left
1526882452686: 254774 artists left
1526882453688: 254724 artists left
1526882454689: 254674 artists left
1526882455691: 254624 artists left
1526882456694: 254574 artists left
1526882457697: 254524 artists left
1526882458699: 254474 artists left
1526882459701: 254424 artists left
1526882460702: 254374 artists left
1526882461710: 254324 artists left
1526882462712: 254274 artists left
1526882463714: 254224 artists left
1526882464716: 254174 artists left
1526882465717: 254124 artists left
1526882466722: 254074 artists left
1526882467724: 254024 artists left
1526882468726: 253974 artists left
1526882469727: 253924 artists left
1526882470729: 253874 artists left
1526882471732: 253824 artists left
1526882472734: 253774 artists left
1526882473736: 253724 artists left
1526882474737: 253674 artists left
1526882475739: 253624 artists left
1526882476743: 253574 artists left
1526882477745: 253524 artists left
1526882478746: 253474 artists left
1526882479748: 253424 artists left
1526882480750: 253374 artists left
1526882481755: 253324 artists left
1526882482757: 253274 artists left
1526882483758: 253224 artists left
1526882484761: 253174 artists left
1526882485763: 253124 artists left
1526882486767: 253074 artists left
1526882487769: 253024 artists left
1526882488770: 252974 artists left
1526882489772: 252924 artists left
1526882490774: 252874 artists left
1526882491778: 252824 artists left
1526882492779: 252774 artists left
1526882493781: 252724 artists left
1526882494782: 252674 artists left
1526882495785: 252624 artists left
1526882496790: 252574 artists left
1526882497792: 252524 artists left
1526882498793: 252474 artists left
1526882499795: 252424 artists left
1526882500796: 252374 artists left
1526882501800: 252324 artists left
1526882502802: 252274 artists left
1526882503804: 252224 artists left
1526882504805: 252174 artists left
1526882505807: 252124 artists left
1526882506813: 252074 artists left
1526882507815: 252024 artists left
1526882508816: 251974 artists left
1526882509817: 251924 artists left
1526882510819: 251874 artists left
1526882511822: 251824 artists left
1526882512824: 251774 artists left
1526882513825: 251724 artists left
1526882514827: 251674 artists left
1526882515828: 251624 artists left
1526882516833: 251574 artists left
1526882517834: 251524 artists left
1526882518836: 251474 artists left
1526882519838: 251424 artists left
1526882520840: 251374 artists left
1526882521843: 251324 artists left
1526882522844: 251274 artists left
1526882523846: 251224 artists left
1526882524847: 251174 artists left
1526882525849: 251124 artists left
1526882526852: 251074 artists left
1526882527853: 251024 artists left
1526882528861: 250974 artists left
1526882529863: 250924 artists left
1526882530877: 250874 artists left
1526882531880: 250824 artists left
1526882532882: 250774 artists left
1526882533883: 250724 artists left
1526882534884: 250674 artists left
1526882535885: 250624 artists left
1526882536888: 250574 artists left
1526882537889: 250524 artists left
1526882538890: 250474 artists left
1526882539892: 250424 artists left
1526882540893: 250374 artists left
1526882541896: 250324 artists left
1526882542897: 250274 artists left
1526882543900: 250224 artists left
1526882544901: 250174 artists left
1526882545902: 250124 artists left
1526882546906: 250074 artists left
1526882547907: 250024 artists left
1526882548909: 249974 artists left
1526882549910: 249924 artists left
1526882550912: 249874 artists left
1526882551915: 249824 artists left
1526882552916: 249774 artists left
1526882553919: 249724 artists left
1526882554921: 249674 artists left
1526882555922: 249624 artists left
1526882556925: 249574 artists left
1526882557926: 249524 artists left
1526882558928: 249474 artists left
1526882559929: 249424 artists left
1526882560930: 249374 artists left
1526882561935: 249324 artists left
1526882562936: 249274 artists left
1526882563938: 249224 artists left
1526882564940: 249174 artists left
1526882565942: 249124 artists left
1526882566948: 249074 artists left
1526882567949: 249024 artists left
1526882568952: 248974 artists left
1526882569954: 248924 artists left
1526882570955: 248874 artists left
1526882571957: 248824 artists left
1526882572959: 248774 artists left
1526882573961: 248724 artists left
1526882574963: 248674 artists left
1526882575964: 248624 artists left
1526882576968: 248574 artists left
1526882577969: 248524 artists left
1526882578971: 248474 artists left
1526882579973: 248424 artists left
1526882580974: 248374 artists left
1526882581977: 248324 artists left
1526882582979: 248274 artists left
1526882583981: 248224 artists left
1526882584982: 248174 artists left
1526882585985: 248124 artists left
1526882586988: 248074 artists left
1526882587990: 248024 artists left
1526882588991: 247974 artists left
1526882589992: 247924 artists left
1526882590993: 247874 artists left
1526882591996: 247824 artists left
1526882592997: 247774 artists left
1526882594000: 247724 artists left
1526882595001: 247674 artists left
1526882596002: 247624 artists left
1526882597006: 247574 artists left
1526882598007: 247524 artists left
1526882599008: 247474 artists left
1526882600010: 247424 artists left
1526882601012: 247374 artists left
1526882602016: 247324 artists left
1526882603017: 247274 artists left
1526882604018: 247224 artists left
1526882605020: 247174 artists left
1526882606022: 247124 artists left
1526882607024: 247074 artists left
1526882608026: 247024 artists left
1526882609029: 246974 artists left
1526882610030: 246924 artists left
1526882611032: 246874 artists left
1526882612035: 246824 artists left
1526882613037: 246774 artists left
1526882614038: 246724 artists left
1526882615040: 246674 artists left
1526882616042: 246624 artists left
1526882617044: 246574 artists left
1526882618050: 246524 artists left
1526882619053: 246474 artists left
1526882620054: 246424 artists left
1526882621057: 246374 artists left
1526882622060: 246324 artists left
1526882623063: 246274 artists left
1526882624065: 246224 artists left
1526882625066: 246174 artists left
1526882626067: 246124 artists left
1526882627070: 246074 artists left
1526882628071: 246024 artists left
1526882629073: 245974 artists left
1526882630075: 245924 artists left
1526882631076: 245874 artists left
1526882632080: 245824 artists left
1526882633082: 245774 artists left
1526882634083: 245724 artists left
1526882635084: 245674 artists left
1526882636087: 245624 artists left
1526882637091: 245574 artists left
1526882638092: 245524 artists left
1526882639094: 245474 artists left
1526882640095: 245424 artists left
1526882641098: 245374 artists left
1526882642100: 245324 artists left
1526882643102: 245274 artists left
1526882644104: 245224 artists left
1526882645106: 245174 artists left
1526882646109: 245124 artists left
1526882647112: 245074 artists left
1526882648114: 245024 artists left
1526882649115: 244974 artists left
1526882650116: 244924 artists left
1526882651118: 244874 artists left
1526882652122: 244824 artists left
1526882653125: 244774 artists left
1526882654126: 244724 artists left
1526882655127: 244674 artists left
1526882656129: 244624 artists left
1526882657133: 244574 artists left
1526882658135: 244524 artists left
1526882659138: 244474 artists left
1526882660140: 244424 artists left
1526882661142: 244374 artists left
1526882662145: 244324 artists left
1526882663146: 244274 artists left
1526882664148: 244224 artists left
1526882665149: 244174 artists left
1526882666152: 244124 artists left
1526882667158: 244074 artists left
1526882668159: 244024 artists left
1526882669161: 243974 artists left
1526882670162: 243924 artists left
1526882671163: 243874 artists left
1526882672168: 243824 artists left
1526882673170: 243774 artists left
1526882674171: 243724 artists left
1526882675172: 243674 artists left
1526882676174: 243624 artists left
1526882677177: 243574 artists left
1526882678179: 243524 artists left
1526882679180: 243474 artists left
1526882680182: 243424 artists left
1526882681183: 243374 artists left
1526882682187: 243324 artists left
1526882683189: 243274 artists left
1526882684190: 243224 artists left
1526882685191: 243174 artists left
1526882686193: 243124 artists left
1526882687195: 243074 artists left
1526882688197: 243024 artists left
1526882689198: 242974 artists left
1526882690199: 242924 artists left
1526882691200: 242874 artists left
1526882692204: 242824 artists left
1526882693205: 242774 artists left
1526882694207: 242724 artists left
1526882695209: 242674 artists left
1526882696210: 242624 artists left
1526882697213: 242574 artists left
1526882698215: 242524 artists left
1526882699216: 242474 artists left
1526882700218: 242424 artists left
1526882701220: 242374 artists left
1526882702223: 242324 artists left
1526882703224: 242274 artists left
1526882704226: 242224 artists left
1526882705227: 242174 artists left
1526882706230: 242124 artists left
1526882707234: 242074 artists left
1526882708236: 242024 artists left
1526882709237: 241974 artists left
1526882710240: 241924 artists left
1526882711241: 241874 artists left
1526882712245: 241824 artists left
1526882713247: 241774 artists left
1526882714248: 241724 artists left
1526882715250: 241674 artists left
1526882716251: 241624 artists left
1526882717254: 241574 artists left
1526882718255: 241524 artists left
1526882719257: 241474 artists left
1526882720258: 241424 artists left
1526882721261: 241374 artists left
1526882722263: 241324 artists left
1526882723265: 241274 artists left
1526882724266: 241224 artists left
1526882725269: 241174 artists left
1526882726270: 241124 artists left
1526882727274: 241074 artists left
1526882728275: 241024 artists left
1526882729277: 240974 artists left
1526882730279: 240924 artists left
1526882731281: 240874 artists left
1526882732284: 240824 artists left
1526882733285: 240774 artists left
1526882734286: 240724 artists left
1526882735288: 240674 artists left
1526882736290: 240624 artists left
1526882737292: 240574 artists left
1526882738294: 240524 artists left
1526882739297: 240474 artists left
1526882740299: 240424 artists left
1526882741300: 240374 artists left
1526882742303: 240324 artists left
1526882743306: 240274 artists left
1526882744307: 240224 artists left
1526882745308: 240174 artists left
1526882746310: 240124 artists left
1526882747314: 240074 artists left
1526882748316: 240024 artists left
1526882749317: 239974 artists left
1526882750319: 239924 artists left
1526882751321: 239874 artists left
1526882752323: 239824 artists left
1526882753325: 239774 artists left
1526882754327: 239724 artists left
1526882755329: 239674 artists left
1526882756330: 239624 artists left
1526882757333: 239574 artists left
1526882758334: 239524 artists left
1526882759335: 239474 artists left
1526882760338: 239424 artists left
1526882761340: 239374 artists left
1526882762343: 239324 artists left
1526882763344: 239274 artists left
1526882764347: 239224 artists left
1526882765348: 239174 artists left
1526882766350: 239124 artists left
1526882767352: 239074 artists left
1526882768353: 239024 artists left
1526882769356: 238974 artists left
1526882770357: 238924 artists left
1526882771359: 238874 artists left
1526882772363: 238824 artists left
1526882773365: 238774 artists left
1526882774367: 238724 artists left
1526882775368: 238674 artists left
1526882776369: 238624 artists left
1526882777372: 238574 artists left
1526882778373: 238524 artists left
1526882779377: 238474 artists left
1526882780379: 238424 artists left
1526882781380: 238374 artists left
1526882782384: 238324 artists left
1526882783385: 238274 artists left
1526882784389: 238224 artists left
1526882785391: 238174 artists left
1526882786392: 238124 artists left
1526882787396: 238074 artists left
1526882788397: 238024 artists left
1526882789399: 237974 artists left
1526882790401: 237924 artists left
1526882791403: 237874 artists left
1526882792406: 237824 artists left
1526882793407: 237774 artists left
1526882794409: 237724 artists left
1526882795411: 237674 artists left
1526882796412: 237624 artists left
1526882797414: 237574 artists left
1526882798415: 237524 artists left
1526882799416: 237474 artists left
1526882800418: 237424 artists left
1526882801419: 237374 artists left
1526882802422: 237324 artists left
1526882803424: 237274 artists left
1526882804425: 237224 artists left
1526882805427: 237174 artists left
1526882806429: 237124 artists left
1526882807431: 237074 artists left
1526882808432: 237024 artists left
1526882809435: 236974 artists left
