Starting data collection at: 1519869601677
Connecting to database...
Connected
Spotify access token retrieved
Selected 76516 IDs from artist_info table
1519869603330: 76516 artists left
1519869604332: 76466 artists left
1519869605335: 76416 artists left
1519869606337: 76366 artists left
1519869607339: 76316 artists left
1519869608340: 76266 artists left
1519869609351: 76216 artists left
1519869610353: 76166 artists left
1519869611355: 76116 artists left
1519869612357: 76066 artists left
1519869613359: 76016 artists left
1519869614360: 75966 artists left
1519869615362: 75916 artists left
1519869616363: 75866 artists left
1519869617364: 75816 artists left
1519869618388: 75766 artists left
1519869619392: 75716 artists left
1519869620394: 75666 artists left
1519869621396: 75616 artists left
1519869622399: 75566 artists left
1519869623402: 75516 artists left
1519869624411: 75466 artists left
1519869625414: 75416 artists left
1519869626416: 75366 artists left
1519869627418: 75316 artists left
1519869628421: 75266 artists left
1519869629423: 75216 artists left
1519869630425: 75166 artists left
1519869631427: 75116 artists left
1519869632429: 75066 artists left
1519869633432: 75016 artists left
1519869634434: 74966 artists left
1519869635436: 74916 artists left
1519869636438: 74866 artists left
1519869637440: 74816 artists left
1519869638443: 74766 artists left
1519869639444: 74716 artists left
1519869640446: 74666 artists left
1519869641448: 74616 artists left
1519869642449: 74566 artists left
1519869643452: 74516 artists left
1519869644454: 74466 artists left
1519869645456: 74416 artists left
1519869646457: 74366 artists left
1519869647458: 74316 artists left
1519869648461: 74266 artists left
1519869649464: 74216 artists left
1519869650465: 74166 artists left
1519869651468: 74116 artists left
1519869652470: 74066 artists left
1519869653473: 74016 artists left
1519869654476: 73966 artists left
1519869655477: 73916 artists left
1519869656480: 73866 artists left
1519869657481: 73816 artists left
1519869658485: 73766 artists left
1519869659487: 73716 artists left
1519869660489: 73666 artists left
1519869661491: 73616 artists left
1519869662492: 73566 artists left
1519869663496: 73516 artists left
1519869664498: 73466 artists left
1519869665500: 73416 artists left
1519869666502: 73366 artists left
1519869667505: 73316 artists left
1519869668508: 73266 artists left
1519869669509: 73216 artists left
1519869670512: 73166 artists left
1519869671514: 73116 artists left
1519869672516: 73066 artists left
1519869673518: 73016 artists left
1519869674520: 72966 artists left
1519869675522: 72916 artists left
1519869676523: 72866 artists left
1519869677526: 72816 artists left
1519869678528: 72766 artists left
1519869679530: 72716 artists left
1519869680531: 72666 artists left
1519869681533: 72616 artists left
1519869682535: 72566 artists left
1519869683538: 72516 artists left
1519869684539: 72466 artists left
1519869685541: 72416 artists left
1519869686542: 72366 artists left
1519869687543: 72316 artists left
1519869688546: 72266 artists left
1519869689548: 72216 artists left
1519869690550: 72166 artists left
1519869691552: 72116 artists left
1519869692554: 72066 artists left
1519869693556: 72016 artists left
1519869694559: 71966 artists left
1519869695561: 71916 artists left
1519869696562: 71866 artists left
1519869697567: 71816 artists left
1519869698569: 71766 artists left
1519869699571: 71716 artists left
1519869700573: 71666 artists left
1519869701575: 71616 artists left
1519869702577: 71566 artists left
1519869703580: 71516 artists left
1519869704581: 71466 artists left
1519869705582: 71416 artists left
1519869706584: 71366 artists left
1519869707586: 71316 artists left
1519869708589: 71266 artists left
1519869709590: 71216 artists left
1519869710591: 71166 artists left
1519869711592: 71116 artists left
1519869712594: 71066 artists left
1519869713596: 71016 artists left
1519869714598: 70966 artists left
1519869715599: 70916 artists left
1519869716601: 70866 artists left
1519869717602: 70816 artists left
1519869718604: 70766 artists left
1519869719614: 70716 artists left
