Starting data collection at: 1519437602176
Connecting to database...
Connected
Spotify access token retrieved
Selected 57963 IDs from artist_info table
1519437603528: 57963 artists left
1519437604531: 57913 artists left
1519437605533: 57863 artists left
1519437606535: 57813 artists left
1519437607538: 57763 artists left
1519437608542: 57713 artists left
1519437609551: 57663 artists left
1519437610553: 57613 artists left
1519437611555: 57563 artists left
1519437612556: 57513 artists left
1519437613558: 57463 artists left
1519437614560: 57413 artists left
1519437615561: 57363 artists left
1519437616563: 57313 artists left
1519437617564: 57263 artists left
1519437618582: 57213 artists left
1519437619584: 57163 artists left
1519437620586: 57113 artists left
1519437621589: 57063 artists left
1519437622590: 57013 artists left
1519437623592: 56963 artists left
1519437624599: 56913 artists left
1519437625601: 56863 artists left
1519437626602: 56813 artists left
1519437627603: 56763 artists left
1519437628605: 56713 artists left
1519437629606: 56663 artists left
1519437630608: 56613 artists left
1519437631609: 56563 artists left
1519437632610: 56513 artists left
1519437633612: 56463 artists left
1519437634613: 56413 artists left
1519437635614: 56363 artists left
1519437636615: 56313 artists left
1519437637616: 56263 artists left
1519437638619: 56213 artists left
1519437639620: 56163 artists left
1519437640622: 56113 artists left
1519437641623: 56063 artists left
1519437642624: 56013 artists left
1519437643627: 55963 artists left
1519437644629: 55913 artists left
1519437645630: 55863 artists left
1519437646632: 55813 artists left
1519437647633: 55763 artists left
1519437648636: 55713 artists left
1519437649637: 55663 artists left
1519437650639: 55613 artists left
1519437651641: 55563 artists left
1519437652642: 55513 artists left
1519437653645: 55463 artists left
1519437654646: 55413 artists left
1519437655647: 55363 artists left
1519437656648: 55313 artists left
1519437657650: 55263 artists left
1519437658652: 55213 artists left
1519437659654: 55163 artists left
1519437660655: 55113 artists left
1519437661656: 55063 artists left
1519437662657: 55013 artists left
1519437663660: 54963 artists left
1519437664661: 54913 artists left
1519437665663: 54863 artists left
1519437666666: 54813 artists left
1519437667667: 54763 artists left
1519437668669: 54713 artists left
1519437669670: 54663 artists left
1519437670671: 54613 artists left
1519437671672: 54563 artists left
1519437672673: 54513 artists left
1519437673676: 54463 artists left
1519437674678: 54413 artists left
1519437675679: 54363 artists left
1519437676682: 54313 artists left
1519437677684: 54263 artists left
1519437678686: 54213 artists left
1519437679687: 54163 artists left
1519437680688: 54113 artists left
1519437681690: 54063 artists left
1519437682691: 54013 artists left
1519437683694: 53963 artists left
1519437684695: 53913 artists left
1519437685697: 53863 artists left
1519437686699: 53813 artists left
1519437687700: 53763 artists left
1519437688702: 53713 artists left
1519437689703: 53663 artists left
1519437690705: 53613 artists left
1519437691706: 53563 artists left
1519437692708: 53513 artists left
1519437693710: 53463 artists left
1519437694711: 53413 artists left
1519437695712: 53363 artists left
1519437696714: 53313 artists left
1519437697718: 53263 artists left
1519437698720: 53213 artists left
1519437699721: 53163 artists left
1519437700722: 53113 artists left
1519437701723: 53063 artists left
1519437702724: 53013 artists left
1519437703726: 52963 artists left
1519437704727: 52913 artists left
1519437705729: 52863 artists left
1519437706730: 52813 artists left
1519437707731: 52763 artists left
1519437708733: 52713 artists left
1519437709734: 52663 artists left
1519437710735: 52613 artists left
1519437711737: 52563 artists left
1519437712739: 52513 artists left
1519437713741: 52463 artists left
1519437714742: 52413 artists left
1519437715743: 52363 artists left
1519437716744: 52313 artists left
1519437717746: 52263 artists left
1519437718748: 52213 artists left
1519437719754: 52163 artists left
1519437720756: 52113 artists left
1519437721757: 52063 artists left
1519437722758: 52013 artists left
1519437723760: 51963 artists left
1519437724762: 51913 artists left
1519437725763: 51863 artists left
1519437726766: 51813 artists left
1519437727768: 51763 artists left
1519437728770: 51713 artists left
1519437729772: 51663 artists left
1519437730772: 51613 artists left
1519437731773: 51563 artists left
1519437732774: 51513 artists left
1519437733777: 51463 artists left
1519437734779: 51413 artists left
1519437735780: 51363 artists left
1519437736781: 51313 artists left
1519437737782: 51263 artists left
1519437738784: 51213 artists left
1519437739785: 51163 artists left
1519437740787: 51113 artists left
1519437741788: 51063 artists left
1519437742789: 51013 artists left
1519437743792: 50963 artists left
