Starting data collection at: 1520388001828
Connecting to database...
Connected
Spotify access token retrieved
Selected 102877 IDs from artist_info table
1520388003246: 102877 artists left
1520388004249: 102827 artists left
1520388005250: 102777 artists left
1520388006253: 102727 artists left
1520388007255: 102677 artists left
1520388008259: 102627 artists left
1520388009268: 102577 artists left
1520388010269: 102527 artists left
1520388011271: 102477 artists left
1520388012272: 102427 artists left
1520388013275: 102377 artists left
1520388014277: 102327 artists left
1520388015278: 102277 artists left
1520388016280: 102227 artists left
1520388017282: 102177 artists left
1520388018284: 102127 artists left
1520388019286: 102077 artists left
1520388020287: 102027 artists left
1520388021290: 101977 artists left
1520388022292: 101927 artists left
1520388023295: 101877 artists left
1520388024297: 101827 artists left
1520388025299: 101777 artists left
1520388026316: 101727 artists left
1520388027317: 101677 artists left
1520388028321: 101627 artists left
1520388029323: 101577 artists left
1520388030325: 101527 artists left
1520388031329: 101477 artists left
1520388032339: 101427 artists left
1520388033342: 101377 artists left
1520388034343: 101327 artists left
1520388035345: 101277 artists left
1520388036347: 101227 artists left
1520388037348: 101177 artists left
1520388038352: 101127 artists left
1520388039354: 101077 artists left
1520388040355: 101027 artists left
1520388041356: 100977 artists left
1520388042357: 100927 artists left
1520388043361: 100877 artists left
1520388044363: 100827 artists left
1520388045365: 100777 artists left
1520388046366: 100727 artists left
1520388047368: 100677 artists left
1520388048371: 100627 artists left
1520388049373: 100577 artists left
1520388050374: 100527 artists left
1520388051376: 100477 artists left
1520388052378: 100427 artists left
1520388053380: 100377 artists left
1520388054381: 100327 artists left
1520388055384: 100277 artists left
1520388056386: 100227 artists left
1520388057388: 100177 artists left
1520388058391: 100127 artists left
1520388059392: 100077 artists left
1520388060395: 100027 artists left
1520388061397: 99977 artists left
1520388062398: 99927 artists left
1520388063401: 99877 artists left
1520388064402: 99827 artists left
1520388065403: 99777 artists left
1520388066404: 99727 artists left
1520388067405: 99677 artists left
1520388068408: 99627 artists left
1520388069409: 99577 artists left
1520388070411: 99527 artists left
1520388071412: 99477 artists left
1520388072413: 99427 artists left
1520388073415: 99377 artists left
1520388074417: 99327 artists left
1520388075420: 99277 artists left
1520388076422: 99227 artists left
1520388077424: 99177 artists left
1520388078427: 99127 artists left
1520388079429: 99077 artists left
1520388080430: 99027 artists left
1520388081432: 98977 artists left
1520388082434: 98927 artists left
1520388083437: 98877 artists left
1520388084439: 98827 artists left
1520388085440: 98777 artists left
1520388086442: 98727 artists left
1520388087443: 98677 artists left
1520388088447: 98627 artists left
1520388089449: 98577 artists left
1520388090450: 98527 artists left
1520388091451: 98477 artists left
1520388092452: 98427 artists left
1520388093455: 98377 artists left
1520388094457: 98327 artists left
1520388095458: 98277 artists left
1520388096460: 98227 artists left
1520388097465: 98177 artists left
1520388098467: 98127 artists left
1520388099469: 98077 artists left
1520388100471: 98027 artists left
1520388101471: 97977 artists left
1520388102473: 97927 artists left
1520388103475: 97877 artists left
1520388104477: 97827 artists left
1520388105479: 97777 artists left
1520388106480: 97727 artists left
1520388107481: 97677 artists left
1520388108483: 97627 artists left
1520388109484: 97577 artists left
1520388110486: 97527 artists left
1520388111487: 97477 artists left
1520388112488: 97427 artists left
1520388113491: 97377 artists left
1520388114493: 97327 artists left
1520388115495: 97277 artists left
1520388116497: 97227 artists left
1520388117498: 97177 artists left
1520388118501: 97127 artists left
1520388119510: 97077 artists left
1520388120512: 97027 artists left
1520388121513: 96977 artists left
1520388122514: 96927 artists left
1520388123517: 96877 artists left
1520388124518: 96827 artists left
1520388125520: 96777 artists left
1520388126522: 96727 artists left
1520388127523: 96677 artists left
1520388128525: 96627 artists left
1520388129527: 96577 artists left
1520388130529: 96527 artists left
1520388131531: 96477 artists left
1520388132532: 96427 artists left
1520388133534: 96377 artists left
1520388134536: 96327 artists left
1520388135538: 96277 artists left
1520388136539: 96227 artists left
1520388137541: 96177 artists left
1520388138543: 96127 artists left
1520388139544: 96077 artists left
1520388140546: 96027 artists left
1520388141548: 95977 artists left
1520388142549: 95927 artists left
1520388143552: 95877 artists left
1520388144554: 95827 artists left
1520388145556: 95777 artists left
1520388146557: 95727 artists left
1520388147559: 95677 artists left
1520388148562: 95627 artists left
1520388149564: 95577 artists left
1520388150566: 95527 artists left
1520388151568: 95477 artists left
1520388152569: 95427 artists left
1520388153571: 95377 artists left
1520388154573: 95327 artists left
1520388155574: 95277 artists left
1520388156575: 95227 artists left
1520388157577: 95177 artists left
1520388158581: 95127 artists left
1520388159583: 95077 artists left
1520388160585: 95027 artists left
1520388161586: 94977 artists left
1520388162588: 94927 artists left
1520388163589: 94877 artists left
1520388164590: 94827 artists left
1520388165592: 94777 artists left
1520388166594: 94727 artists left
1520388167595: 94677 artists left
1520388168597: 94627 artists left
1520388169598: 94577 artists left
1520388170599: 94527 artists left
1520388171601: 94477 artists left
1520388172602: 94427 artists left
1520388173605: 94377 artists left
1520388174606: 94327 artists left
1520388175607: 94277 artists left
1520388176609: 94227 artists left
1520388177611: 94177 artists left
1520388178613: 94127 artists left
1520388179614: 94077 artists left
1520388180616: 94027 artists left
1520388181617: 93977 artists left
1520388182618: 93927 artists left
1520388183620: 93877 artists left
1520388184622: 93827 artists left
1520388185623: 93777 artists left
1520388186625: 93727 artists left
1520388187626: 93677 artists left
1520388188629: 93627 artists left
1520388189631: 93577 artists left
1520388190633: 93527 artists left
1520388191633: 93477 artists left
1520388192635: 93427 artists left
1520388193637: 93377 artists left
1520388194639: 93327 artists left
1520388195640: 93277 artists left
1520388196641: 93227 artists left
1520388197643: 93177 artists left
1520388198645: 93127 artists left
1520388199647: 93077 artists left
1520388200649: 93027 artists left
1520388201650: 92977 artists left
1520388202651: 92927 artists left
1520388203653: 92877 artists left
1520388204655: 92827 artists left
1520388205655: 92777 artists left
1520388206656: 92727 artists left
1520388207657: 92677 artists left
1520388208660: 92627 artists left
1520388209661: 92577 artists left
1520388210663: 92527 artists left
1520388211665: 92477 artists left
1520388212667: 92427 artists left
1520388213669: 92377 artists left
1520388214670: 92327 artists left
1520388215672: 92277 artists left
1520388216674: 92227 artists left
1520388217676: 92177 artists left
1520388218679: 92127 artists left
1520388219679: 92077 artists left
1520388220681: 92027 artists left
1520388221682: 91977 artists left
1520388222684: 91927 artists left
1520388223687: 91877 artists left
1520388224688: 91827 artists left
1520388225690: 91777 artists left
1520388226690: 91727 artists left
1520388227692: 91677 artists left
1520388228695: 91627 artists left
1520388229697: 91577 artists left
1520388230699: 91527 artists left
1520388231701: 91477 artists left
1520388232703: 91427 artists left
1520388233706: 91377 artists left
1520388234706: 91327 artists left
1520388235707: 91277 artists left
1520388236708: 91227 artists left
1520388237710: 91177 artists left
1520388238713: 91127 artists left
1520388239714: 91077 artists left
1520388240716: 91027 artists left
1520388241718: 90977 artists left
1520388242720: 90927 artists left
1520388243722: 90877 artists left
1520388244723: 90827 artists left
1520388245725: 90777 artists left
1520388246726: 90727 artists left
1520388247727: 90677 artists left
1520388248729: 90627 artists left
1520388249731: 90577 artists left
1520388250733: 90527 artists left
1520388251735: 90477 artists left
1520388252737: 90427 artists left
1520388253739: 90377 artists left
1520388254741: 90327 artists left
1520388255743: 90277 artists left
1520388256745: 90227 artists left
1520388257747: 90177 artists left
1520388258750: 90127 artists left
1520388259751: 90077 artists left
1520388260753: 90027 artists left
1520388261754: 89977 artists left
1520388262755: 89927 artists left
1520388263757: 89877 artists left
1520388264759: 89827 artists left
1520388265760: 89777 artists left
1520388266762: 89727 artists left
1520388267762: 89677 artists left
1520388268765: 89627 artists left
1520388269767: 89577 artists left
1520388270769: 89527 artists left
1520388271770: 89477 artists left
1520388272771: 89427 artists left
1520388273774: 89377 artists left
1520388274776: 89327 artists left
1520388275777: 89277 artists left
1520388276778: 89227 artists left
1520388277780: 89177 artists left
1520388278782: 89127 artists left
1520388279783: 89077 artists left
1520388280788: 89027 artists left
1520388281790: 88977 artists left
1520388282792: 88927 artists left
1520388283794: 88877 artists left
1520388284795: 88827 artists left
1520388285797: 88777 artists left
1520388286798: 88727 artists left
1520388287800: 88677 artists left
1520388288801: 88627 artists left
1520388289802: 88577 artists left
1520388290803: 88527 artists left
1520388291804: 88477 artists left
1520388292806: 88427 artists left
1520388293809: 88377 artists left
1520388294810: 88327 artists left
1520388295811: 88277 artists left
1520388296812: 88227 artists left
1520388297813: 88177 artists left
1520388298817: 88127 artists left
1520388299818: 88077 artists left
1520388300819: 88027 artists left
1520388301820: 87977 artists left
1520388302821: 87927 artists left
1520388303823: 87877 artists left
1520388304824: 87827 artists left
1520388305825: 87777 artists left
1520388306826: 87727 artists left
1520388307827: 87677 artists left
1520388308829: 87627 artists left
1520388309830: 87577 artists left
1520388310831: 87527 artists left
1520388311832: 87477 artists left
1520388312833: 87427 artists left
1520388313835: 87377 artists left
1520388314837: 87327 artists left
1520388315837: 87277 artists left
1520388316838: 87227 artists left
1520388317839: 87177 artists left
1520388318842: 87127 artists left
1520388319843: 87077 artists left
1520388320844: 87027 artists left
1520388321845: 86977 artists left
1520388322847: 86927 artists left
1520388323850: 86877 artists left
1520388324850: 86827 artists left
1520388325852: 86777 artists left
1520388326853: 86727 artists left
1520388327854: 86677 artists left
1520388328858: 86627 artists left
1520388329859: 86577 artists left
1520388330860: 86527 artists left
1520388331861: 86477 artists left
1520388332862: 86427 artists left
1520388333864: 86377 artists left
1520388334865: 86327 artists left
1520388335866: 86277 artists left
1520388336867: 86227 artists left
1520388337868: 86177 artists left
1520388338870: 86127 artists left
1520388339871: 86077 artists left
1520388340873: 86027 artists left
1520388341873: 85977 artists left
1520388342874: 85927 artists left
1520388343876: 85877 artists left
1520388344878: 85827 artists left
1520388345878: 85777 artists left
1520388346880: 85727 artists left
1520388347881: 85677 artists left
1520388348884: 85627 artists left
1520388349884: 85577 artists left
1520388350886: 85527 artists left
1520388351888: 85477 artists left
1520388352888: 85427 artists left
1520388353891: 85377 artists left
1520388354892: 85327 artists left
1520388355894: 85277 artists left
1520388356896: 85227 artists left
1520388357896: 85177 artists left
1520388358898: 85127 artists left
1520388359899: 85077 artists left
1520388360901: 85027 artists left
1520388361902: 84977 artists left
1520388362903: 84927 artists left
1520388363905: 84877 artists left
1520388364906: 84827 artists left
1520388365907: 84777 artists left
1520388366908: 84727 artists left
1520388367910: 84677 artists left
1520388368911: 84627 artists left
1520388369912: 84577 artists left
1520388370913: 84527 artists left
1520388371914: 84477 artists left
1520388372915: 84427 artists left
1520388373918: 84377 artists left
1520388374918: 84327 artists left
1520388375920: 84277 artists left
1520388376922: 84227 artists left
1520388377924: 84177 artists left
1520388378926: 84127 artists left
1520388379927: 84077 artists left
1520388380928: 84027 artists left
1520388381930: 83977 artists left
1520388382931: 83927 artists left
1520388383933: 83877 artists left
1520388384934: 83827 artists left
1520388385935: 83777 artists left
1520388386936: 83727 artists left
1520388387937: 83677 artists left
1520388388940: 83627 artists left
1520388389941: 83577 artists left
1520388390942: 83527 artists left
1520388391943: 83477 artists left
1520388392944: 83427 artists left
1520388393947: 83377 artists left
1520388394947: 83327 artists left
1520388395948: 83277 artists left
1520388396949: 83227 artists left
1520388397950: 83177 artists left
1520388398952: 83127 artists left
1520388399953: 83077 artists left
1520388400954: 83027 artists left
1520388401955: 82977 artists left
1520388402956: 82927 artists left
1520388403958: 82877 artists left
1520388404959: 82827 artists left
1520388405960: 82777 artists left
1520388406961: 82727 artists left
1520388407962: 82677 artists left
1520388408964: 82627 artists left
1520388409965: 82577 artists left
1520388410967: 82527 artists left
1520388411967: 82477 artists left
1520388412968: 82427 artists left
1520388413970: 82377 artists left
1520388414972: 82327 artists left
1520388415972: 82277 artists left
1520388416973: 82227 artists left
1520388417974: 82177 artists left
1520388418976: 82127 artists left
1520388419977: 82077 artists left
1520388420979: 82027 artists left
1520388421980: 81977 artists left
1520388422981: 81927 artists left
1520388423983: 81877 artists left
1520388424985: 81827 artists left
1520388425986: 81777 artists left
1520388426987: 81727 artists left
1520388427989: 81677 artists left
1520388428992: 81627 artists left
1520388429992: 81577 artists left
1520388430993: 81527 artists left
1520388431994: 81477 artists left
1520388432995: 81427 artists left
1520388433997: 81377 artists left
1520388434998: 81327 artists left
1520388435999: 81277 artists left
1520388437000: 81227 artists left
1520388438001: 81177 artists left
1520388439003: 81127 artists left
1520388440005: 81077 artists left
1520388441007: 81027 artists left
1520388442008: 80977 artists left
1520388443009: 80927 artists left
1520388444011: 80877 artists left
1520388445013: 80827 artists left
1520388446014: 80777 artists left
1520388447016: 80727 artists left
1520388448016: 80677 artists left
1520388449019: 80627 artists left
1520388450020: 80577 artists left
1520388451022: 80527 artists left
1520388452024: 80477 artists left
1520388453026: 80427 artists left
1520388454028: 80377 artists left
1520388455030: 80327 artists left
1520388456031: 80277 artists left
1520388457033: 80227 artists left
1520388458034: 80177 artists left
1520388459037: 80127 artists left
1520388460038: 80077 artists left
1520388461040: 80027 artists left
1520388462042: 79977 artists left
1520388463044: 79927 artists left
1520388464046: 79877 artists left
1520388465048: 79827 artists left
1520388466049: 79777 artists left
1520388467050: 79727 artists left
1520388468051: 79677 artists left
1520388469053: 79627 artists left
1520388470054: 79577 artists left
1520388471055: 79527 artists left
1520388472057: 79477 artists left
1520388473059: 79427 artists left
1520388474062: 79377 artists left
1520388475064: 79327 artists left
1520388476065: 79277 artists left
1520388477066: 79227 artists left
1520388478068: 79177 artists left
1520388479070: 79127 artists left
1520388480071: 79077 artists left
1520388481073: 79027 artists left
1520388482075: 78977 artists left
1520388483077: 78927 artists left
1520388484078: 78877 artists left
1520388485079: 78827 artists left
