Starting data collection at: 1520992801923
Connecting to database...
Connected
Spotify access token retrieved
Selected 102877 IDs from artist_info table
1520992803317: 102877 artists left
1520992804320: 102827 artists left
1520992805323: 102777 artists left
1520992806325: 102727 artists left
1520992807326: 102677 artists left
1520992808330: 102627 artists left
1520992809340: 102577 artists left
1520992810341: 102527 artists left
1520992811344: 102477 artists left
1520992812345: 102427 artists left
1520992813349: 102377 artists left
1520992814350: 102327 artists left
1520992815352: 102277 artists left
1520992816353: 102227 artists left
1520992817356: 102177 artists left
1520992818387: 102127 artists left
1520992819390: 102077 artists left
1520992820392: 102027 artists left
1520992821395: 101977 artists left
1520992822397: 101927 artists left
1520992823400: 101877 artists left
1520992824408: 101827 artists left
1520992825409: 101777 artists left
1520992826412: 101727 artists left
1520992827414: 101677 artists left
1520992828417: 101627 artists left
1520992829419: 101577 artists left
1520992830420: 101527 artists left
1520992831422: 101477 artists left
1520992832425: 101427 artists left
1520992833428: 101377 artists left
1520992834430: 101327 artists left
1520992835431: 101277 artists left
1520992836432: 101227 artists left
1520992837434: 101177 artists left
1520992838438: 101127 artists left
1520992839440: 101077 artists left
1520992840441: 101027 artists left
1520992841443: 100977 artists left
1520992842445: 100927 artists left
1520992843448: 100877 artists left
1520992844449: 100827 artists left
1520992845452: 100777 artists left
1520992846454: 100727 artists left
1520992847456: 100677 artists left
1520992848458: 100627 artists left
1520992849460: 100577 artists left
1520992850461: 100527 artists left
1520992851463: 100477 artists left
1520992852465: 100427 artists left
1520992853467: 100377 artists left
1520992854468: 100327 artists left
1520992855470: 100277 artists left
1520992856473: 100227 artists left
1520992857475: 100177 artists left
1520992858478: 100127 artists left
1520992859480: 100077 artists left
1520992860482: 100027 artists left
1520992861484: 99977 artists left
1520992862485: 99927 artists left
1520992863489: 99877 artists left
1520992864491: 99827 artists left
1520992865492: 99777 artists left
1520992866494: 99727 artists left
1520992867496: 99677 artists left
1520992868499: 99627 artists left
1520992869501: 99577 artists left
1520992870503: 99527 artists left
1520992871505: 99477 artists left
1520992872507: 99427 artists left
1520992873510: 99377 artists left
1520992874511: 99327 artists left
1520992875512: 99277 artists left
1520992876514: 99227 artists left
1520992877516: 99177 artists left
1520992878518: 99127 artists left
1520992879519: 99077 artists left
1520992880522: 99027 artists left
1520992881523: 98977 artists left
1520992882525: 98927 artists left
1520992883527: 98877 artists left
1520992884528: 98827 artists left
1520992885529: 98777 artists left
1520992886531: 98727 artists left
1520992887533: 98677 artists left
1520992888536: 98627 artists left
1520992889537: 98577 artists left
1520992890540: 98527 artists left
1520992891542: 98477 artists left
1520992892544: 98427 artists left
1520992893547: 98377 artists left
1520992894548: 98327 artists left
1520992895550: 98277 artists left
1520992896552: 98227 artists left
1520992897556: 98177 artists left
1520992898559: 98127 artists left
1520992899560: 98077 artists left
1520992900561: 98027 artists left
1520992901563: 97977 artists left
1520992902564: 97927 artists left
1520992903566: 97877 artists left
1520992904568: 97827 artists left
1520992905568: 97777 artists left
1520992906570: 97727 artists left
1520992907571: 97677 artists left
1520992908573: 97627 artists left
1520992909574: 97577 artists left
1520992910576: 97527 artists left
1520992911578: 97477 artists left
1520992912580: 97427 artists left
1520992913582: 97377 artists left
1520992914583: 97327 artists left
1520992915584: 97277 artists left
1520992916585: 97227 artists left
1520992917586: 97177 artists left
1520992918588: 97127 artists left
1520992919598: 97077 artists left
1520992920599: 97027 artists left
1520992921602: 96977 artists left
1520992922604: 96927 artists left
1520992923607: 96877 artists left
1520992924608: 96827 artists left
1520992925609: 96777 artists left
1520992926610: 96727 artists left
1520992927612: 96677 artists left
1520992928615: 96627 artists left
1520992929617: 96577 artists left
1520992930619: 96527 artists left
1520992931621: 96477 artists left
1520992932623: 96427 artists left
1520992933626: 96377 artists left
1520992934628: 96327 artists left
